V1,V2
-13.21364967,-744.6710414
-23.18736675,-734.2938877
-15.02470358,-754.1317124
-17.50281599,-736.4635724
-17.27703853,-752.0900976
-13.7798183,-745.1240725
-22.85280697,-733.0850328
-20.15064309,-729.5342592
-7.203706737,-744.9601519
-16.70881993,-744.4620924
-20.38774989,-730.8574663
-17.98328803,-739.5829866
-19.10177158,-728.7824037
-17.25539624,-752.0859019
-17.04504965,-751.8921379
-17.48747135,-755.2887225
-20.04658546,-757.2811962
-11.45057828,-741.8268566
-18.41959144,-729.9841455
-21.83511761,-728.300829
-7.020509855,-745.1722195
-7.737155996,-742.6326122
-22.25625033,-728.7743874
-8.346546522,-740.7062464
-10.87540288,-743.1677798
-5.3446213,-742.8890502
-8.506047868,-743.3189542
-21.65266034,-727.1593067
-14.13824224,-745.8015091
-19.01910647,-755.087156
-11.94007787,-746.2291141
-20.10152252,-734.3127961
-6.031557635,-741.8283675
-4.287842657,-728.1622934
-6.470678765,-743.041557
-18.88340029,-751.3365803
-5.27454247,-743.8066764
-20.12638399,-730.1377499
-19.17323831,-732.7736522
-18.4085148,-732.3377502
-18.49545015,-730.6820952
-17.06673764,-730.8602022
-21.1792682,-733.6366058
-16.99024344,-750.5450051
-12.34355106,-744.9632624
-23.18679405,-733.3826473
-10.23804763,-744.2800221
-18.70239732,-733.4802344
-17.98263882,-730.3984213
-19.64040944,-729.4334518
-17.00115679,-741.9309802
-17.58751007,-731.5456724
-16.87667567,-754.6548926
-24.95913355,-734.1274198
-6.28567394,-724.0176973
-4.880541676,-726.4980829
-18.36424503,-756.0496752
-13.6471571,-742.6771313
-20.40578475,-734.452579
-14.65420638,-755.8622342
-14.46409294,-755.0635317
-17.09998368,-752.85957
-18.85573956,-758.3206332
-14.60677972,-751.6299342
-28.35734565,-749.4880951
-15.21238622,-751.6735311
-10.14382902,-745.488893
-15.77159272,-743.1439251
-22.34601337,-732.6480915
-11.32732466,-749.005068
-22.27579421,-735.2835631
-13.48612603,-747.1583303
-12.82665892,-746.337268
-14.08973789,-745.2983483
-18.71448125,-752.3006358
-8.290354172,-740.1817308
-22.74322545,-736.1375621
-7.494416316,-729.3974317
-11.12732762,-741.0746055
-12.13019474,-745.9924941
-18.36760315,-729.8504463
-6.268898332,-741.7702942
-14.2071198,-738.1681614
-22.93844087,-734.3978797
-15.77722284,-738.6093008
-7.474234975,-724.2390621
-23.29082169,-729.9510358
-8.548107715,-725.1466628
-19.18771503,-740.5513593
-10.13126226,-745.6579962
-13.13756519,-741.414439
-8.741121042,-740.3550903
-18.62671461,-730.4496139
-20.26380617,-730.1767981
-20.58253537,-731.0419457
-20.9422258,-732.2337539
-15.87310315,-742.8032789
-20.67634515,-734.7453665
-20.06112335,-730.311095
-19.58993669,-732.189198
-19.00731909,-737.7137795
-19.55327929,-731.3656307
-12.06545233,-740.9484926
-19.80712439,-733.7700088
-9.517304604,-725.0761059
-18.86091402,-734.9456116
-12.43405949,-744.868022
-19.05687278,-737.8405613
-9.723700455,-741.7560027
-11.3833679,-743.7815931
-18.84628204,-730.0036643
-8.92889414,-744.4188202
-7.639596874,-739.5843764
-9.336667014,-744.4974872
-14.74526234,-742.8412583
-8.693678234,-740.1829594
-11.41085908,-743.4540125
-18.19907132,-727.6047679
-10.80173356,-746.8815021
-11.97780686,-741.8769652
-19.44612175,-735.5617101
-22.07787554,-728.369405
-19.06527711,-755.2382406
-16.74819202,-742.3967268
-19.78743495,-734.255321
-22.62979533,-730.2624903
-20.07766726,-735.2140082
-16.33533581,-734.4624961
-21.14732004,-730.1441201
-16.96115557,-738.5695927
-22.03022806,-733.3916271
-22.35631516,-729.2898023
-8.966758406,-743.809417
-21.18719045,-732.0299002
-17.22458631,-729.4525699
-21.25336473,-735.0323709
-20.30729817,-727.8290436
-17.85239589,-736.3356016
-20.55847693,-735.3139742
-10.5748896,-741.4476829
-11.07210014,-744.2742029
-20.53329241,-754.0587724
-18.52410304,-729.6346841
-17.43464691,-739.2023854
-9.425057762,-744.2479351
-5.434154968,-739.9899823
-15.58854564,-758.6768567
-16.44408304,-742.0484804
-12.20279141,-741.1157591
-21.65277741,-731.39693
-19.50278638,-731.5072449
-18.81176152,-737.197471
-17.23379222,-739.0902269
-12.11946526,-743.1014565
-11.20733072,-746.73864
-20.49871861,-733.520582
-22.1007192,-731.5912456
-19.45234109,-755.0152128
-10.66098628,-745.553363
-11.31664774,-742.4211072
-6.866427984,-738.8556279
-20.60512872,-734.1344086
-14.8704005,-755.5109149
-21.46855385,-730.2728294
-19.71864752,-731.606459
-18.38849206,-733.7168463
-19.31999455,-755.7932056
-24.84683971,-730.8831831
-10.91023775,-743.2999821
-14.53963477,-757.0860546
-21.86636208,-734.5201945
-14.48391935,-748.0107264
-20.74286617,-733.8521802
-19.64783909,-728.2273374
-20.24110998,-737.9108324
-17.8107053,-756.1698369
-12.32939873,-730.3636663
-19.86219105,-730.8080417
-13.9938811,-750.25828
-23.31262317,-729.4681224
-10.18564141,-743.9867023
-9.764745795,-745.7576516
-14.00105444,-739.5997849
-15.60496531,-755.720593
-7.319925775,-742.1449917
-22.96954249,-731.471793
-16.71353423,-733.1332105
-10.3428052,-748.9842406
-6.429514527,-727.0057349
-5.308245093,-741.3252847
-7.913759925,-739.8994159
-20.85625596,-730.7724071
-22.79840505,-733.3162753
-8.658781671,-745.4504683
-16.65761756,-738.6435951
-20.09792008,-731.2981426
-14.00912624,-748.2487454
-18.74680763,-743.5316848
-4.93477746,-741.5906348
-5.660496819,-745.105255
-5.415809633,-744.5880843
-4.587956106,-745.222645
-11.94208328,-745.83644
-19.75728689,-730.4186932
-14.41880639,-748.146705
-24.28924586,-732.6454202
-8.808383903,-740.5484116
-24.90121801,-730.4219039
-21.67642583,-728.9538631
-16.36424853,-741.8699586
-6.047286468,-741.7260804
-22.83089045,-733.8040552
-19.28723744,-728.3561163
-20.2886276,-741.9519816
-18.88269289,-733.3209082
-16.10949902,-740.2723535
-16.48428415,-755.1778233
-18.8451429,-758.2608077
-14.90417159,-753.7259302
-18.0083672,-754.0221261
-17.15557926,-756.5183318
-15.83258263,-745.5035122
-12.87558073,-743.2059702
-16.46053995,-750.2322269
-8.560332168,-740.4732276
-10.52335347,-742.4641261
-19.03642081,-739.828363
-17.95902521,-733.0186206
-10.40939974,-744.1055989
-19.0330435,-731.0256282
-17.84157718,-730.9701375
-7.036058945,-738.3017724
-24.13102439,-735.8540963
-11.75043449,-744.6332852
-7.56874514,-745.8910243
-19.10998563,-751.7375699
-16.76206595,-755.135554
-6.742742558,-744.1978641
-20.65960044,-733.401188
-7.864056115,-727.5988972
-29.16122381,-752.4819141
-13.42259175,-746.5957407
-19.16380737,-744.0588141
-14.51827656,-754.813191
-6.466531949,-740.2734182
-10.9513578,-742.1016978
-15.5852186,-735.2728614
-13.42666854,-745.3583955
-25.10251401,-744.6013944
-25.03583376,-740.7496663
-9.839922928,-742.4281316
-9.666251044,-745.0808332
-7.317522645,-742.1914125
-20.78432745,-735.0750862
-22.29096702,-737.407941
-19.71603189,-732.717829
-9.767678133,-741.8607877
-13.53930986,-743.1779869
-18.01209302,-736.7457454
-18.89558096,-739.193949
-18.62051151,-752.0416991
-12.45880112,-744.0258042
-8.880357379,-744.9707171
-23.09676189,-735.4664694
-19.05880076,-734.9079776
-16.53321675,-742.246021
-16.1865459,-737.7604828
-21.45698158,-728.8710471
-12.0051009,-746.6415694
-26.98246963,-753.3170229
-9.410018532,-746.6371128
-10.84380194,-745.0012431
-14.87701983,-750.3117286
-15.25709885,-744.0618495
-13.17636119,-748.9470217
-19.03495819,-755.9452705
-17.68806668,-729.9368806
-21.59294339,-732.1176003
-18.94193831,-743.0751753
-12.44368076,-741.8544471
-17.62930362,-757.0284904
-10.1605719,-744.0083923
-20.32457313,-733.4203268
-15.61842693,-744.670359
-9.399636248,-741.8375187
-8.180097233,-746.9225032
-11.88720563,-743.046054
-11.27093406,-742.5354199
-19.64482388,-745.4396599
-6.091377648,-740.6919382
-16.58597153,-742.8259873
-20.74976432,-752.7122949
-18.59651477,-732.9809219
-12.85678677,-751.3111434
-22.32358252,-730.4950545
-20.38461505,-730.2131169
-18.27134532,-736.6435982
-17.05994732,-733.398264
-13.90962232,-747.4749338
-5.525993004,-744.7883595
-21.00951721,-734.6944932
-8.843129333,-745.3319173
-23.331475,-730.4269796
-6.189486759,-726.2169308
-19.88345691,-732.082855
-19.93928562,-730.2134677
-5.357402425,-743.3038401
-9.597623371,-745.3090799
-10.02412691,-745.7897802
-18.70088218,-732.7708034
-9.858966606,-741.5589439
-21.2767268,-731.9375494
-6.341840124,-738.9547138
-11.37938122,-739.583024
-17.54623796,-742.318353
-10.49423475,-744.8283319
-19.75232279,-735.8845571
-20.83234279,-736.5149715
-10.71298846,-743.8238041
-16.11498475,-748.9978214
-16.44813906,-736.512385
-19.63261342,-740.3075653
-13.59462562,-744.6391423
-19.12811614,-753.9956093
-20.65760876,-753.7457151
-20.11115216,-728.2363571
-5.866902974,-740.6125491
-21.91975773,-730.7921391
-24.01269614,-733.5923999
-7.700799275,-743.4649162
-16.16629965,-732.324153
-13.85346205,-743.6205224
-10.26022103,-725.7398129
-17.18414048,-731.8713779
-24.27491733,-733.5635838
-8.34875918,-743.8039376
-5.238935696,-745.2879099
-8.026698855,-741.1042769
-18.27683009,-744.1031971
-22.65480012,-731.0404277
-20.96902089,-732.4195467
-23.37679507,-734.6997014
-19.96497676,-743.3027236
-19.18069386,-730.6424811
-19.60114654,-729.501367
-17.09225866,-733.1530054
-18.10957644,-732.9214953
-17.58732523,-736.182021
-16.55207263,-732.8308517
-22.09681066,-730.0774069
-16.68074588,-730.6833821
-5.150309873,-726.2061776
-17.50615509,-730.3306656
-22.50041297,-732.5252684
-21.7399661,-734.1267326
-21.18410285,-727.7806263
-19.6496792,-730.3597254
-20.35422129,-731.7071735
-21.14948955,-730.8697827
-13.52217739,-742.0485684
-16.35505679,-753.562147
-18.22001873,-731.3875368
-21.47472009,-730.1097372
-19.72465915,-729.651985
-16.24115097,-752.4331026
-7.516675752,-744.4444625
-18.38019742,-727.295315
-16.89588733,-730.8079801
-11.43461549,-742.2694813
-6.303456376,-739.5818575
-14.6197815,-735.5843768
-12.19939898,-747.3074836
-20.96288767,-736.1979791
-18.21955509,-731.8489317
-24.11972214,-729.8966798
-20.29146259,-734.7201438
-27.2266494,-746.8773036
-23.32658425,-731.6903922
-16.68222011,-728.0077989
-10.97006551,-743.5157971
-6.542788237,-744.6609459
-24.60417622,-730.5852756
-27.13722269,-748.4780454
-16.93311179,-745.5454806
-11.76745215,-751.1714105
-16.79367382,-744.0748248
-14.96433233,-746.596608
-13.23977533,-742.4394061
-20.39602226,-743.3369631
-19.20003782,-734.0601794
-15.82701662,-738.7525025
-10.63613733,-742.1609542
-20.09559021,-739.3674705
-5.120406721,-741.0149925
-11.95923163,-746.6092536
-6.279775677,-743.3812696
-16.96656812,-741.1966889
-18.64970869,-730.4993746
-18.01094988,-734.5665111
-5.57336204,-723.4571158
-17.60142573,-738.7043302
-22.26878384,-734.3601786
-21.4026893,-732.3558768
-16.52827047,-729.9273866
-4.894599029,-727.2292518
-22.87105272,-729.5996964
-16.4494455,-728.8109485
-22.75861737,-729.4872524
-18.05528433,-729.4015157
-21.24387275,-733.8319782
-8.844838232,-724.0200032
-25.05901501,-752.1702642
-14.71250823,-747.1877264
-18.7382786,-732.8256752
-24.48508034,-734.5340093
-13.25000845,-756.2994025
-11.44884942,-749.8016747
-25.00689924,-732.2102605
-13.48717139,-753.3453879
-23.53010481,-740.1242512
-20.16255033,-732.3435554
-16.47599051,-753.2047671
-22.82137574,-732.5494573
-4.07581169,-742.6733704
-8.608827583,-740.1446606
-17.63983625,-751.6176677
-9.671214009,-738.9494461
-18.05343102,-734.8746153
-19.63838734,-726.9053659
-24.8970638,-732.4031682
-17.65333332,-733.0419686
-10.31466652,-725.8908392
-14.31431278,-741.0358047
-15.16802524,-747.6194538
-17.10099489,-730.7506822
-10.5316183,-744.6526084
-20.4753588,-735.5351699
-15.49669803,-736.4590117
-20.20260995,-728.0456955
-9.980332952,-727.6706458
-29.06762377,-752.5778174
-17.4208123,-751.3891637
-5.57336204,-731.6903922
-17.60142573,-728.0077989
-22.26878384,-743.5157971
-21.4026893,-744.6609459
-16.52827047,-730.5852756
-4.894599029,-748.4780454
-22.87105272,-745.5454806
-16.4494455,-751.1714105
-22.75861737,-744.0748248
-18.05528433,-746.596608
-21.24387275,-742.4394061
-8.844838232,-743.3369631
-25.05901501,-734.0601794
-14.71250823,-738.7525025
-18.7382786,-742.1609542
-24.48508034,-739.3674705
-13.25000845,-741.0149925
-11.44884942,-746.6092536
-25.00689924,-743.3812696
-13.48717139,-741.1966889
-23.53010481,-730.4993746
-20.16255033,-734.5665111
-16.47599051,-723.4571158
-22.82137574,-738.7043302
-4.07581169,-735.1832008
-8.608827583,-736.5337479
-17.63983625,-737.8842951
-9.671214009,-739.2348422
