,taxID,Virus,exact_match,loose_match,drugs_exact,drugs_loose,Host_parsed,Human_host
471,155864,Escherichia coli O157:H7 str. EDL933 (escherichia coli o157:h7 str. edl933),0,1,NA,DB00446;DB07492;DB07565;DB08621;DB00537;DB00634;DB00759;DB01606;DB02579;DB03057;DB03445;DB03472;DB03834;DB03970;DB09060;DB12377;DB01702;DB07331;DB08193;DB08327;DB08559;DB01808;DB03289;DB03352;DB04456;DB01912;DB02182;DB08440;DB02213;DB03242;DB03421;DB03446;DB03793;DB04040;DB04396;DB02379;DB02415;DB04233;DB02431;DB03403;DB03721;DB04482;DB04555;DB02453;DB04395;DB04456;DB02614;DB02642;DB02841;DB04035;DB04037;DB04430;DB07464;DB07466;DB07599;DB08551;DB09060;DB12107;DB12377;DB02703;DB02772;DB02841;DB06889;DB07055;DB07729;DB07808;DB07823;DB07824;DB07865;DB08551;DB02772;DB04035;DB09060;DB12107;DB12377;DB03450;DB08375;DB03472;DB09060;DB03801;DB04039;DB04147;DB04147;DB04147;DB04233;DB04147;DB04147;DB04147;DB04395;DB08217;DB08651;DB09060;DB12107;DB00140;DB00173;DB02158;DB02281;DB02933;DB08606;DB00173;DB02379;DB03366;DB09462;DB00256;DB00453;DB00560;DB00595;DB00618;DB01017;DB01301;DB00256;DB00453;DB00595;DB00618;DB01017;DB12329;DB00259;DB00263;DB00576;DB00634;DB01015;DB01298;DB01581;DB01582;DB06729;DB06821;DB14033;DB00260;DB00267;DB00274;DB00303;DB00430;DB00438;DB01327;DB01328;DB01329;DB01331;DB01413;DB01415;DB01416;DB04918;DB00274;DB00303;DB00430;DB00438;DB01327;DB01328;DB01329;DB01331;DB01332;DB01333;DB01414;DB01415;DB01598;DB04570;DB06211;DB00274;DB00303;DB00430;DB00438;DB00689;DB01327;DB01328;DB01329;DB01331;DB01332;DB01414;DB01415;DB01598;DB04570;DB06211;DB11367;DB00274;DB01329;DB01331;DB04647;DB00274;DB00303;DB00430;DB01329;DB01331;DB01332;DB00303;DB00438;DB00948;DB01163;DB01327;DB01328;DB01329;DB01413;DB01415;DB01598;DB06211;DB09050;DB00303;DB00417;DB00760;DB01328;DB01329;DB01331;DB04570;DB14879;DB00336;DB00336;DB03147;DB00336;DB00336;DB00440;DB02015;DB02363;DB03461;DB03904;DB07262;DB11596;DB12769;DB00446;DB00452;DB00479;DB00560;DB00684;DB00798;DB00919;DB00955;DB00994;DB01082;DB01172;DB03615;DB04729;DB06696;DB00456;DB01147;DB01896;DB02094;DB02247;DB02503;DB02588;DB02627;DB02772;DB02797;DB02858;DB03140;DB03437;DB03530;DB03658;DB04035;DB04293;DB04360;DB06922;DB07057;DB07114;DB07541;DB07663;DB07803;DB07823;DB07824;DB07825;DB07850;DB07927;DB08306;DB08336;DB08337;DB08375;DB08551;DB08552;DB08573;DB08623;DB08731;DB00536;DB09462;DB00537;DB11943;DB00548;DB08432;DB00560;DB00560;DB00759;DB09093;DB12455;DB12615;DB00560;DB00759;DB09093;DB12455;DB00578;DB09050;DB09319;DB00581;DB00615;DB11753;DB00615;DB01045;DB01220;DB04934;DB11753;DB00615;DB11753;DB00698;DB00698;DB03247;DB00698;DB00730;DB07490;DB07918;DB00756;DB03147;DB00759;DB09093;DB12455;DB13092;DB00759;DB09093;DB12455;DB00759;DB09093;DB12455;DB00817;DB03966;DB04395;DB05488;DB00817;DB11943;DB12924;DB00828;DB01034;DB03017;DB03600;DB04302;DB04519;DB08359;DB08627;DB08628;DB01034;DB03017;DB08366;DB08407;DB01034;DB01992;DB02039;DB02316;DB03661;DB04524;DB01327;DB09050;DB01331;DB01629;DB02256;DB02681;DB03101;DB04485;DB06872;DB06873;DB07437;DB07439;DB01634;DB01657;DB02178;DB02928;DB03631;DB04325;DB04334;DB01638;DB04343;DB01639;DB02024;DB02758;DB02981;DB03553;DB03629;DB03662;DB03750;DB04083;DB04299;DB04467;DB04762;DB04765;DB08845;DB01643;DB01643;DB01812;DB04205;DB01655;DB01923;DB02630;DB03855;DB04034;DB01661;DB01673;DB02314;DB03801;DB08105;DB08106;DB08107;DB08108;DB08112;DB01690;DB01691;DB01865;DB02379;DB03030;DB03534;DB04030;DB08265;DB08604;DB08605;DB01694;DB01715;DB02927;DB02941;DB03624;DB03775;DB01717;DB01727;DB02190;DB03461;DB04279;DB01727;DB01747;DB02724;DB03436;DB13949;DB14520;DB01752;DB01758;DB03325;DB01774;DB03461;DB01783;DB01992;DB04395;DB01785;DB04714;DB01799;DB02480;DB03165;DB03366;DB04160;DB04170;DB01813;DB03553;DB03993;DB04063;DB01813;DB02142;DB03997;DB01814;DB02379;DB02415;DB02613;DB02626;DB02700;DB02724;DB02767;DB02865;DB02907;DB03017;DB03111;DB03548;DB03574;DB04039;DB04160;DB04220;DB04526;DB08231;DB01817;DB01819;DB02726;DB01828;DB04147;DB01839;DB02059;DB01861;DB02007;DB03366;DB03435;DB03488;DB01861;DB03435;DB03685;DB01861;DB02421;DB02790;DB03397;DB03435;DB04097;DB01862;DB01885;DB01920;DB02228;DB02294;DB02632;DB04116;DB04155;DB04382;DB04465;DB04530;DB13503;DB01862;DB01992;DB02632;DB01862;DB08297;DB01917;DB01934;DB02080;DB06904;DB01936;DB03909;DB04444;DB01942;DB02262;DB03247;DB01942;DB01942;DB01942;DB01942;DB01942;DB03116;DB04328;DB04539;DB01942;DB02276;DB04310;DB04368;DB08523;DB01942;DB01955;DB01956;DB01965;DB02333;DB03413;DB03800;DB01967;DB02191;DB03916;DB04154;DB01972;DB02134;DB02377;DB03942;DB01972;DB03942;DB04296;DB01987;DB01987;DB01992;DB02516;DB01992;DB03278;DB03940;DB01992;DB03397;DB03814;DB02007;DB02445;DB02446;DB02657;DB03581;DB03814;DB02023;DB02031;DB02223;DB02256;DB02301;DB02467;DB02752;DB02899;DB03038;DB03157;DB03274;DB03541;DB03558;DB03761;DB03800;DB03818;DB04447;DB04457;DB04503;DB04530;DB04586;DB04696;DB08131;DB02038;DB02059;DB02066;DB02113;DB02896;DB02934;DB02947;DB03172;DB03528;DB03735;DB03952;DB03986;DB04198;DB04335;DB04441;DB02076;DB03909;DB02078;DB02088;DB02151;DB02909;DB03799;DB04015;DB07304;DB07305;DB07308;DB07407;DB07408;DB07591;DB07758;DB07759;DB08451;DB08666;DB08667;DB08668;DB08669;DB08670;DB08671;DB08718;DB08757;DB08758;DB02109;DB02493;DB02666;DB02836;DB02954;DB03146;DB04315;DB04460;DB04566;DB02119;DB02596;DB03197;DB04047;DB04158;DB04610;DB02123;DB02129;DB02262;DB03801;DB04252;DB02130;DB04242;DB02134;DB02377;DB02142;DB02783;DB02151;DB02229;DB03799;DB03816;DB04015;DB02153;DB02196;DB03435;DB02196;DB02209;DB02496;DB02515;DB02236;DB02930;DB03434;DB03909;DB04395;DB02236;DB02540;DB02794;DB04264;DB02251;DB06864;DB02260;DB04530;DB04560;DB02263;DB03814;DB02270;DB02508;DB04160;DB02270;DB02274;DB02725;DB04083;DB02314;DB03590;DB03801;DB02319;DB02325;DB03247;DB04392;DB02325;DB04395;DB09462;DB02325;DB03212;DB03237;DB03603;DB03734;DB02333;DB03258;DB02345;DB02345;DB02761;DB03049;DB04217;DB02364;DB03366;DB04519;DB02379;DB02379;DB02379;DB02843;DB03323;DB02379;DB02379;DB02379;DB04173;DB02379;DB03323;DB03995;DB04530;DB08227;DB02384;DB03793;DB02399;DB02961;DB02415;DB04147;DB02430;DB02431;DB03687;DB03854;DB02431;DB03403;DB02437;DB03801;DB02437;DB03830;DB02445;DB03951;DB02451;DB04147;DB02456;DB02883;DB03403;DB04555;DB02461;DB03487;DB04156;DB02496;DB02948;DB03649;DB04272;DB02501;DB03582;DB02527;DB02552;DB02594;DB02595;DB02595;DB03709;DB02609;DB02745;DB04485;DB02749;DB03452;DB03499;DB04272;DB02761;DB02767;DB03017;DB04147;DB08231;DB02799;DB02831;DB02823;DB03498;DB04031;DB04522;DB02832;DB02843;DB02890;DB03668;DB02897;DB03461;DB02930;DB02930;DB02937;DB04099;DB04160;DB02937;DB04551;DB02965;DB03003;DB03026;DB03026;DB04326;DB03026;DB03026;DB03051;DB03147;DB04398;DB03068;DB04385;DB03091;DB03117;DB03142;DB04062;DB03142;DB03246;DB03485;DB04062;DB03147;DB03147;DB03247;DB03461;DB03698;DB03147;DB03147;DB03147;DB03461;DB03147;DB03147;DB03147;DB07296;DB03147;DB03147;DB03147;DB03148;DB03152;DB07349;DB07923;DB07924;DB03160;DB03228;DB03247;DB04138;DB04253;DB04272;DB04392;DB03232;DB03247;DB03247;DB03345;DB03252;DB03814;DB03256;DB03685;DB03317;DB03350;DB03363;DB04267;DB03366;DB03811;DB04447;DB09462;DB03374;DB03419;DB03685;DB03434;DB03586;DB03814;DB04807;DB03461;DB04447;DB03461;DB03461;DB03462;DB03464;DB03543;DB03544;DB03544;DB03553;DB03566;DB03614;DB03619;DB03619;DB03825;DB04209;DB03688;DB03692;DB03754;DB03754;DB03775;DB03793;DB03793;DB03795;DB03811;DB04201;DB03813;DB03814;DB03814;DB03814;DB03814;DB03915;DB03939;DB04135;DB03967;DB04147;DB03975;DB03989;DB04039;DB04147;DB04233;DB04075;DB04395;DB04444;DB04079;DB04147;DB04082;DB04083;DB04087;DB04092;DB04104;DB04137;DB04272;DB04147;DB04233;DB04147;DB04147;DB04233;DB04147;DB04233;DB04147;DB04156;DB04233;DB04233;DB04233;DB07084;DB04243;DB04272;DB04272;DB04272;DB04272;DB04284;DB04455;DB04286;DB04315;DB04317;DB04351;DB04380;DB04395;DB04395;DB04395;DB04395;DB04396;DB04401;DB04450;DB08404;DB08405;DB04464;DB04464;DB07349;DB04464;DB07349;DB04464;DB07349;DB04464;DB04464;DB04517;DB04566;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04631;DB07671;DB08690;DB04651;DB04695;DB04714;DB07404;DB07409;DB07410;DB07426;DB07780;DB05540;DB06998;DB07490;DB07918;DB07490;DB07918;DB07490;DB07918;DB07571;DB07918;DB07918;DB07918;DB07928;DB08074;DB08075;DB08076;DB08144;DB08145;DB08146;DB08314;DB08315;DB08316;DB08317;DB08318;DB08168;DB08231;DB08437;DB08506;DB08648;DB08689;DB08689;DB08690;DB09462;DB09462;DB13179;DB07118;DB01369;DB02451;DB02726;DB03247;DB03419;DB03904;DB04199;DB05659;DB07649;DB01147;DB04647,Non-Viral_Bacteria,2
480,172045,Elizabethkingia miricola,0,0,NA,NA,Non-Viral_Bacteria,2
483,1639,Listeria monocytogenes,0,1,NA,DB00485;DB01692;DB03654;DB04447;DB02343;DB03106,Non-Viral_Bacteria,2
490,319701,strain MGAS6180 (strain MGAS6180),0,1,NA,DB01713;DB03041;DB02766;DB04566;DB04862;DB01256;DB06145;DB04310;DB08272,Non-Viral_Bacteria,2
493,227377,strain RSA 493 / Nine Mile phase I (coxbu),0,0,NA,NA,Non-Viral_Bacteria,2
495,1334,Streptococcus dysgalactiae,0,1,NA,DB02836;DB04315,Non-Viral_Bacteria,2
502,652616,strain ATCC 35801 / TMC 107 / Erdman (strain ATCC 35801 / TMC 107 / Erdman),0,1,NA,DB00537;DB05154;DB00233;DB00244;DB00314;DB06827;DB00330;DB00330;DB00330;DB00339;DB05154;DB00609;DB00951;DB02990;DB04289;DB05154;DB07090;DB07123;DB07155;DB07178;DB07188;DB07192;DB07222;DB07287;DB08604;DB00609;DB00951;DB00951;DB04007;DB01201;DB01642;DB02379;DB02467;DB03584;DB04545;DB01643;DB02452;DB03280;DB03666;DB03846;DB04160;DB04485;DB01692;DB02135;DB02184;DB02290;DB02693;DB02711;DB03022;DB03812;DB03973;DB08016;DB01694;DB01718;DB01752;DB01718;DB01752;DB04221;DB01752;DB01753;DB03147;DB01796;DB02382;DB02746;DB04294;DB01826;DB03317;DB01842;DB01992;DB03615;DB01864;DB04272;DB04315;DB01930;DB02596;DB02694;DB03107;DB01942;DB01942;DB01965;DB02333;DB03413;DB03800;DB01992;DB03499;DB04343;DB01992;DB01992;DB03059;DB02425;DB08469;DB08470;DB08471;DB02552;DB07780;DB02552;DB04714;DB02596;DB02721;DB08761;DB02801;DB03739;DB02811;DB08558;DB02854;DB02909;DB02930;DB03909;DB12010;DB03017;DB03264;DB07611;DB07650;DB08171;DB08684;DB08712;DB03108;DB04496;DB03147;DB03147;DB03709;DB03382;DB03382;DB03411;DB03551;DB04095;DB03592;DB03600;DB03775;DB04074;DB04267;DB04272;DB04302;DB04343;DB04343;DB04530;DB04732;DB04732;DB05154;DB05154;DB07052;DB07398;DB07413;DB07705;DB07971;DB07972;DB07911;DB08071;DB08217;DB08231;DB08231;DB08310;DB08542;DB08648;DB08903;DB01975;DB02059;DB03148;DB07496,Non-Viral_Bacteria,2
511,272623,strain IL1403 (lacla),1,1,DB01857;DB02317;DB02835,DB01857;DB02317;DB02835,Non-Viral_Bacteria,2
523,301452,Streptococcus pyogenes SEROTYPE M49,0,1,NA,DB01713;DB03041;DB02766;DB04566;DB04862;DB01256;DB06145;DB04310;DB08272,Non-Viral_Bacteria,2
535,272843,Pasteurella multocida SUBSPECIES MULTOCIDA STRAIN PM70,0,0,NA,NA,Non-Viral_Bacteria,2
539,375177,Haemophilus influenzae STRAIN 3655,0,1,NA,DB00535;DB04233;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00827;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB12924;DB00303;DB00671;DB00303;DB01321;DB01673;DB03909;DB04395;DB01752;DB01752;DB01955;DB01992;DB01992;DB02278;DB02363;DB03423;DB03461;DB03502;DB04498;DB03754;DB03814;DB04272;DB04482;DB07041;DB08344;DB08367,Non-Viral_Bacteria,2
540,862964,Haemophilus influenzae STRAIN 10810,0,1,NA,DB00535;DB04233;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB00218;DB00365;DB00467;DB00487;DB00537;DB00685;DB00827;DB00978;DB01059;DB01137;DB01155;DB01165;DB01208;DB01405;DB04576;DB06771;DB09047;DB12924;DB00303;DB00671;DB00303;DB01321;DB01673;DB03909;DB04395;DB01752;DB01752;DB01955;DB01992;DB01992;DB02278;DB02363;DB03423;DB03461;DB03502;DB04498;DB03754;DB03814;DB04272;DB04482;DB07041;DB08344;DB08367,Non-Viral_Bacteria,2
548,498213,Clostridium botulinum STRAIN Okra / TYPE B1,0,1,NA,DB01705;DB02379;DB03721;DB13903;DB07818;DB07819;DB13900;DB07818;DB07819;DB13897;DB13898;DB13899;DB13901;DB13902,Non-Viral_Bacteria,2
554,491,Neisseria meningitidis SEROGROUP B,0,1,NA,DB01819;DB02787;DB03499;DB02065;DB02976;DB02976;DB03147;DB03994;DB04147;DB04555;DB04074,Non-Viral_Bacteria,2
555,212042,Anaplasma phagocytophilum STRAIN HZ,0,0,NA,NA,Non-Viral_Bacteria,2
560,297246,Legionella pneumophila STRAIN Paris,0,0,NA,NA,Non-Viral_Bacteria,2
585,2111,Mycoplasma arthritidis,0,0,NA,NA,Non-Viral_Bacteria,2
588,1338,Streptococcus intermedius,0,0,NA,NA,Non-Viral_Bacteria,2
590,67825,Citrobacter rodentium,0,0,NA,NA,Non-Viral_Bacteria,2
685,633,Yersinia pseudotuberculosis,0,1,NA,DB04272,Non-Viral_Bacteria,2
690,211110,Streptococcus agalactiae STRAIN NEM316,1,1,DB04548,DB04548,Non-Viral_Bacteria,2
691,243273,Mycoplasma genitalium STRAIN G37,0,0,NA,NA,Non-Viral_Bacteria,2
694,405955,Escherichia coli STRAIN APEC O1,1,1,DB07118,DB07118,Non-Viral_Bacteria,2
698,1236608,Moraxella catarrhalis STRAIN BBH18,0,0,NA,NA,Non-Viral_Bacteria,2
716,393133,Listeria monocytogenes STRAIN 10403S,0,1,NA,DB00485;DB01692;DB03654;DB04447;DB02343;DB03106,Non-Viral_Bacteria,2
152,10684,Bacillus phage PBS2,1,1,DB03366,DB03366,bacteria,3
161,29342,Clostridium botulinum D phage,1,1,DB02147,DB02147,bacteria,3
168,10710,Enterobacteria phage lambda,1,1,DB02325;DB04206;DB03345,DB02325;DB04206;DB03345,bacteria,3
179,10847,Enterobacteria phage phiX174 (bpphx),0,0,NA,NA,bacteria,3
509,10714,Corynephage omega,1,1,DB01792,DB01792,bacteria,3
596,12336,Clostridium phage c-st,0,0,NA,NA,bacteria,3
624,10715,Staphylococcus phage 42D.m,0,0,NA,NA,bacteria,3
22,337052,Deltapapillomavirus 4,0,0,NA,NA,vertebrates,3
34,11855,Mason-Pfizer monkey virus  (MPMV),0,0,NA,NA,vertebrates,3
36,11879,Avian sarcoma virus STRAIN PR2257,0,0,NA,NA,vertebrates,3
49,269446,Rous sarcoma virus STRAIN SCHMIDT-RUPPIN A,1,1,DB02325;DB02413;DB04272;DB08434,DB02325;DB02413;DB04272;DB08434,vertebrates,3
64,10383,Herpesvirus saimiri STRAIN 11,1,1,DB07379;DB07795,DB07379;DB07795,vertebrates,3
83,10384,Herpesvirus saimiri STRAIN 488,0,1,NA,DB07379;DB07795,vertebrates,3
104,1891730,Mus musculus polyomavirus 1,0,1,NA,DB02379;DB03721,vertebrates,3
122,31553,Kappapapillomavirus 2 (Papillomavirus sylvilagi) STRAIN KANSAS,0,0,NA,NA,vertebrates,3
138,10623,Kappapapillomavirus 2 (Papillomavirus sylvilagi),0,0,NA,NA,vertebrates,3
150,10560,Bovine papillomavirus TYPE 2 (BPV 2),0,0,NA,NA,vertebrates,3
171,10530,Murine adenovirus 1,0,0,NA,NA,vertebrates,3
172,11670,Equine infectious anemia virus CLONE 1369,0,1,NA,DB03413,vertebrates,3
180,11788,Abelson murine leukemia virus,1,1,DB02567;DB03814;DB03878;DB05489,DB02567;DB03814;DB03878;DB05489,vertebrates,3
191,11888,Rous sarcoma virus  STRAIN PRAGUE C,0,1,NA,DB02325;DB02413;DB04272;DB08434;DB01773,vertebrates,3
192,157703,Murine polyomavirus STRAIN A3,0,1,NA,DB02379;DB03721,vertebrates,3
194,10553,Fowl adenovirus 1,0,0,NA,NA,vertebrates,3
209,69156,Murid herpesvirus 1 STRAIN K181,0,0,NA,NA,vertebrates,3
211,33708,Murid herpesvirus 4 (Murine herpesvirus 68),0,0,NA,NA,vertebrates,3
213,11285,Vesicular stomatitis STRAIN SAN JUAN,0,0,NA,NA,vertebrates,3
218,85618,Ateline herpesvirus 3,0,0,NA,NA,vertebrates,3
220,10636,Murine polyomavirus (Mouse polyomavirus) STRAIN A2,0,1,NA,DB02379;DB03721,vertebrates,3
235,1891729,Mesocricetus auratus polyomavirus 1,0,0,NA,NA,vertebrates,3
236,11887,Rous sarcoma virus STRAIN H-19,0,1,NA,DB02325;DB02413;DB04272;DB08434;DB01773,vertebrates,3
258,11284,Vesicular stomatitis Indiana virus STRAIN Orsay,0,0,NA,NA,vertebrates,3
263,28344,Porcine reproductive and respiratory syndrome virus (PRRSV),0,0,NA,NA,vertebrates,3
279,11096,Classical swine fever virus,0,0,NA,NA,vertebrates,3
284,11195,Sendai virus STRAIN FUSHIMI,0,0,NA,NA,vertebrates,3
302,10366,Murid herpesvirus 1,0,0,NA,NA,vertebrates,3
310,11862,Avian erythroblastosis virus STRAIN SLOAN-KETTERING,0,0,NA,NA,vertebrates,3
324,11233,strain Onderstepoort (cdvo),0,0,NA,NA,vertebrates,3
325,36409,Rinderpest virus STRAIN RBOK,0,0,NA,NA,vertebrates,3
326,11241,strain Sa (rind-sa),0,0,NA,NA,vertebrates,3
327,11232,Canine morbillivirus,0,0,NA,NA,vertebrates,3
334,31530,Myxoma virus STRAIN LAUSANNE,0,0,NA,NA,vertebrates,3
335,12118,Foot-and-mouth disease virus - TYPE O,0,0,NA,NA,vertebrates,3
338,11198,Sendai virus  STRAIN Z,0,0,NA,NA,vertebrates,3
345,648235,Murine minute virus STRAIN MVM PROTOTYPE,0,0,NA,NA,vertebrates,3
348,11098,Classical swine fever virus STRAIN BRESCIA,0,0,NA,NA,vertebrates,3
350,10970,Rotavirus sp.,0,0,NA,NA,vertebrates,3
354,10367,Murine cytomegalovirus STRAIN SMITH,0,0,NA,NA,vertebrates,3
370,10390,Gallid alphaherpesvirus 2,0,0,NA,NA,vertebrates,3
371,10389,Gallid herpesvirus 1 STRAIN MD5,0,0,NA,NA,vertebrates,3
376,11097,Hog cholera virus STRAIN ALFORT,0,0,NA,NA,vertebrates,3
377,31518,Bovine herpesvirus TYPE 1 / STRAIN JURA,0,0,NA,NA,vertebrates,3
378,79889,Bovine herpesvirus TYPE 1.1,0,0,NA,NA,vertebrates,3
379,10320,Bovine alphaherpesvirus 1,0,0,NA,NA,vertebrates,3
380,10324,Bovine herpesvirus TYPE 1.1 / STRAIN P8-2,0,0,NA,NA,vertebrates,3
381,10385,Bovine gammaherpesvirus 4,0,0,NA,NA,vertebrates,3
382,10323,Bovine herpesvirus TYPE 1.1 (STRAIN COOPER),0,0,NA,NA,vertebrates,3
406,10269,Sheeppox virus STRAIN KS-1,0,0,NA,NA,vertebrates,3
407,694007,Tylonycteris bat coronavirus HKU4,0,0,NA,NA,vertebrates,3
408,694008,Pipistrellus bat coronavirus HKU5,0,0,NA,NA,vertebrates,3
415,654902,Elephantid herpesvirus 1 (isolate Kiba),0,0,NA,NA,vertebrates,3
416,10345,Suid alphaherpesvirus 1,0,0,NA,NA,vertebrates,3
417,31520,Equine herpesvirus TYPE 1 / STRAIN AB4P,0,0,NA,NA,vertebrates,3
418,10329,Equine herpesvirus  1 (Equid herpesvirus  1) STRAIN KENTUCKY A,0,0,NA,NA,vertebrates,3
419,82831,Equine herpesvirus TYPE 2 / STRAIN 86/87,0,0,NA,NA,vertebrates,3
420,10326,Equid alphaherpesvirus 1,0,0,NA,NA,vertebrates,3
421,358769,Classical swine fever virus ALFORT / 187,0,0,NA,NA,vertebrates,3
456,11886,Rous sarcoma virus,0,1,NA,DB02325;DB02413;DB04272;DB08434;DB01773,vertebrates,3
461,35269,Woodchuck hepatitis virus,0,0,NA,NA,vertebrates,3
476,45455,Macacine gammaherpesvirus 4,0,0,NA,NA,vertebrates,3
486,11142,Murine coronavirus STRAIN A59,0,0,NA,NA,vertebrates,3
514,11942,Simian retrovirus SRV-1 (srv1),0,0,NA,NA,vertebrates,3
521,11866,Avian myeloblastosis virus (AMV),0,0,NA,NA,vertebrates,3
567,694006,Bat coronavirus HKU9 (BtCoV-2),0,0,NA,NA,vertebrates,3
571,106332,Papiine herpesvirus 1 (Cercopithecine herpesvirus 12),0,0,NA,NA,vertebrates,3
573,269448,Rous sarcoma virus STRAIN SCHMIDT-RUPPIN D,0,1,NA,DB02325;DB02413;DB04272;DB08434;DB01773,vertebrates,3
591,11665,Equine infectious anemia virus,0,1,NA,DB03413,vertebrates,3
622,12538,Mokola virus,0,0,NA,NA,vertebrates,3
632,162013,Tioman virus,0,0,NA,NA,vertebrates,3
637,53179,Porcine rubulavirus,0,0,NA,NA,vertebrates,3
639,644440,Infectious bursal disease virus ISOLATE CHICKEN / UK / UK661 / 1989,0,0,NA,NA,vertebrates,3
640,299386,Equine arteritis virus STRAIN BUCYRUS,0,0,NA,NA,vertebrates,3
644,928301,Fowlpox virus STRAIN NVSL,0,0,NA,NA,vertebrates,3
646,36374,Visna/maedi virus STRAIN KV1772,0,0,NA,NA,vertebrates,3
648,31675,Equine infectious anemia virus CLONE CL22,0,1,NA,DB03413,vertebrates,3
649,354090,UR2 Sarcoma virus,0,0,NA,NA,vertebrates,3
651,39720,Walleye dermal sarcoma virus,0,0,NA,NA,vertebrates,3
652,302272,Sendai virus STRAIN OHITA,0,0,NA,NA,vertebrates,3
654,152219,Menangle virus,0,0,NA,NA,vertebrates,3
656,928314,Yaba monkey tumor virus STRAIN VR587,0,0,NA,NA,vertebrates,3
662,1979163,Mapuera rubulavirus,0,0,NA,NA,vertebrates,3
665,417296,Bovine immunodeficiency virus (BIV) ISOLATE R29,0,0,NA,NA,vertebrates,3
670,10273,Myxoma virus,0,0,NA,NA,vertebrates,3
672,11746,Jaagsiekte sheep retrovirus,0,0,NA,NA,vertebrates,3
678,135748,Murine herpesvirus 72,0,0,NA,NA,vertebrates,3
688,12657,Equid gammaherpesvirus 2,0,0,NA,NA,vertebrates,3
201,10497,African swine fever virus (ASFV),0,0,NA,NA,invertebrates|vertebrates,3
283,126796,Thogoto virus ISOLATE SiAr 126,0,0,NA,NA,invertebrates|vertebrates,3
411,561444,African swine fever virus ISOLATE WARTHOG / NAMIBIA / WART80 / 1980,0,0,NA,NA,invertebrates|vertebrates,3
478,10500,African swine fever virus ISOLATE MALAWI LIL 20 / 1,0,0,NA,NA,invertebrates|vertebrates,3
550,11283,Vesicular stomatitis virus SEROTYPE NEW JERSEY / STRAIN OGDEN,0,0,NA,NA,invertebrates|vertebrates,3
551,11276,Vesicular stomatitis virus,0,0,NA,NA,invertebrates|vertebrates,3
631,40051,Bluetongue virus,0,0,NA,NA,invertebrates|vertebrates,3
641,10498,African swine fever virus (ASFV) STRAIN BA71V,0,0,NA,NA,invertebrates|vertebrates,3
667,10900,Bluetongue virus SEROTYPE 10 / ISOLATE AMERICAN,0,0,NA,NA,invertebrates|vertebrates,3
51,46015,Autographa californica nucleopolyhedrovirus,0,0,NA,NA,invertebrates,3
692,262177,Orgyia pseudotsugata nucleopolyhedrovirus,0,0,NA,NA,invertebrates,3
79,5691,Trypanosoma brucei,1,1,DB03435,DB03435,Manual Curation,4
94,237561,Candida albicans STRAIN SC5314,1,1,DB00196;DB00239;DB00251;DB00257;DB00582;DB01007;DB01110;DB01127;DB01153;DB01263;DB04794;DB08933;DB00239;DB00400;DB00400;DB00525;DB00857;DB01026;DB01167;DB09040;DB11633;DB01099;DB01816;DB01929;DB01958;DB02001;DB02402;DB03814;DB04163;DB04306;DB02092;DB03500;DB02180;DB02477;DB03062;DB02776;DB03090;DB03241;DB03659;DB04387;DB04451;DB09041;DB14058,DB00196;DB00239;DB00251;DB00257;DB00582;DB01007;DB01110;DB01127;DB01153;DB01263;DB04794;DB08933;DB00239;DB00400;DB00400;DB00525;DB00857;DB01026;DB01167;DB09040;DB11633;DB01099;DB01816;DB01929;DB01958;DB02001;DB02402;DB03814;DB04163;DB04306;DB02092;DB03500;DB02180;DB02477;DB03062;DB02776;DB03090;DB03241;DB03659;DB04387;DB04451;DB09041;DB14058,Manual Curation,4
95,5476,Candida albicans,0,1,NA,DB00196;DB00239;DB00251;DB00257;DB00582;DB01007;DB01110;DB01127;DB01153;DB01263;DB04794;DB08933;DB00239;DB00400;DB00400;DB00525;DB00857;DB01026;DB01167;DB09040;DB11633;DB01099;DB01816;DB01929;DB01958;DB02001;DB02402;DB03814;DB04163;DB04306;DB02092;DB03500;DB02180;DB02477;DB03062;DB02776;DB03090;DB03241;DB03659;DB04387;DB04451;DB09041;DB14058,Manual Curation,4
99,5855,Plasmodium vivax,0,0,NA,NA,Manual Curation,4
125,185431,Trypanosoma brucei brucei STRAIN TREU927,1,1,DB04580;DB04605,DB04580;DB04605,Manual Curation,4
